nama_kabupaten
kabupaten bengkayang
kabupaten kapuas hulu
kabupaten kayong utara
kabupaten ketapang
kota pontianak
kota singkawang
kabupaten kubu raya
kabupaten landak
kabupaten melawi
kabupaten mempawah
kabupaten sambas
kabupaten sanggau
kabupaten sekadau
kabupaten sintang
kabupaten balangan
kabupaten banjar
kabupaten barito kuala
kabupaten hulu sungai selatan
kabupaten hulu sungai tengah
kabupaten hulu sungai utara
kota banjarbaru
kota banjarmasin
kabupaten kotabaru
kabupaten tabalong
kabupaten tanah bumbu
kabupaten tanah laut
kabupaten tapin
kabupaten barito selatan
kabupaten barito timur
kabupaten barito utara
kabupaten gunung mas
kabupaten kapuas
kabupaten katingan
kota palangkaraya
kabupaten kotawaringin barat
kabupaten kotawaringin timur
kabupaten lamandau
kabupaten murung raya
kabupaten pulang pisau
kabupaten seruyan
kabupaten sukamara
kabupaten berau
kota balikpapan
kota bontang
kota samarinda
kabupaten kutai barat
kabupaten kutai kartanegara
kabupaten kutai timur
kabupaten mahakam ulu
kabupaten paser
kabupaten penajam paser utara
kabupaten bulungan
kota tarakan
kabupaten malinau
kabupaten nunukan
kabupaten tana tidung
